Label,Average Freq,Average ER
1,6.73E-06,1.031654686
1,3.41E-06,0.088296354
1,2.40E-06,0.025808402
1,2.71E-06,0.452666155
1,4.17E-06,1.652835742
1,4.13E-06,0.275391991
1,2.58E-06,-1.243395497
1,1.05E-06,0.199390444
1,4.15E-06,0.519795006
1,3.70E-06,1.314320322
1,2.73E-06,1.491871694
1,2.59E-06,0.980986989
1,1.05E-06,-0.800609556
1,3.69E-06,-1.622537651
1,3.69E-06,0.087086527
